,Percentile,Clusters,Type,MCP_PercExtr,MCP,MCP_UpperLim,TotalPercSign,MeanCondProbSign,PercentSign,Area,Variables
1,P97,Clusters_9,EuroAtlantic_T850,17.555555555555554,5.192178017532029,4.712362301101591,32.22222222222222,4.902530564771769,91.9585338763421,EuroAtlantic,T850
2,P99,Clusters_9,EuroAtlantic_T850,20.0,1.9320453031312457,1.7615176151761516,24.666666666666668,1.8820293738664502,78.08219178082192,EuroAtlantic,T850
0,P95,Clusters_10,EuroAtlantic_T850,14.819759679572764,8.26271186440678,7.494145199063232,32.97730307076101,7.7744335434348555,93.51351351351352,EuroAtlantic,T850
1,P97,Clusters_10,EuroAtlantic_T850,15.777777777777777,5.168849069607168,4.682779456193353,29.777777777777775,4.932831736457228,93.03961495742318,EuroAtlantic,T850
2,P99,Clusters_10,EuroAtlantic_T850,18.666666666666668,1.9896193771626298,1.7980636237897647,23.333333333333332,1.929737753587333,77.82302850796002,EuroAtlantic,T850
0,P95,Clusters_11,EuroAtlantic_T850,14.152202937249667,8.477119279819954,7.651715039577836,33.77837116154873,7.879013448181446,93.78008145131432,EuroAtlantic,T850
1,P97,Clusters_11,EuroAtlantic_T850,15.11111111111111,5.28169014084507,4.794859120118636,29.555555555555554,5.013212889688587,92.63976305072195,EuroAtlantic,T850
2,P99,Clusters_11,EuroAtlantic_T850,18.0,2.027027027027027,1.8469656992084433,24.0,1.9871106337271751,79.45205479452055,EuroAtlantic,T850
0,P95,Clusters_12,EuroAtlantic_T850,13.351134846461948,8.81057268722467,7.9178885630498534,30.307076101468624,8.188161919788799,93.75786745649759,EuroAtlantic,T850
1,P97,Clusters_12,EuroAtlantic_T850,14.222222222222221,5.489964580873672,4.964953271028037,27.555555555555557,5.186168086232433,93.33580155497964,EuroAtlantic,T850
2,P99,Clusters_12,EuroAtlantic_T850,16.666666666666664,2.1145374449339207,1.9047619047619049,22.0,2.058424412253156,80.11847463902258,EuroAtlantic,T850
0,P95,Clusters_4,EuroAtlantic_Z500,34.57943925233645,6.675062972292191,6.182669789227167,35.313751668891854,6.64477008590197,67.56016290262865,EuroAtlantic,Z500
1,P97,Clusters_4,EuroAtlantic_Z500,36.22222222222222,4.153846153846154,3.8367346938775513,37.111111111111114,4.143506821627085,62.83598667160311,EuroAtlantic,Z500
2,P99,Clusters_4,EuroAtlantic_Z500,40.666666666666664,1.5428211586901763,1.4285714285714286,40.666666666666664,1.5428211586901763,46.345797852647166,EuroAtlantic,Z500
0,P95,Clusters_7,EuroAtlantic_Z500,20.160213618157545,7.610827775598274,6.905116741182315,25.634178905206944,7.423687390224669,92.83968900407257,EuroAtlantic,Z500
1,P97,Clusters_7,EuroAtlantic_Z500,21.777777777777775,4.7861906630051,4.321907600596125,25.11111111111111,4.678040726472207,87.51573491299519,EuroAtlantic,Z500
2,P99,Clusters_7,EuroAtlantic_Z500,25.333333333333336,1.8161805173362684,1.639344262295082,27.333333333333332,1.782985226693836,66.24953720844132,EuroAtlantic,Z500
0,P95,Clusters_8,EuroAtlantic_Z500,18.424566088117487,7.669616519174041,6.911984087518648,23.364485981308412,7.5,87.79711218067382,EuroAtlantic,Z500
1,P97,Clusters_8,EuroAtlantic_Z500,19.77777777777778,4.848484848484849,4.375932371954252,23.77777777777778,4.746145090451806,80.26656793780082,EuroAtlantic,Z500
2,P99,Clusters_8,EuroAtlantic_Z500,23.333333333333332,1.8803418803418803,1.7000377786173027,26.0,1.8457752255947497,60.59237319511293,EuroAtlantic,Z500
0,P95,Clusters_9,EuroAtlantic_Z500,16.421895861148197,8.112094395280236,7.278688524590164,23.63150867823765,7.866505259642678,90.6775268419104,EuroAtlantic,Z500
1,P97,Clusters_9,EuroAtlantic_Z500,17.77777777777778,5.162241887905605,4.634581105169341,23.11111111111111,5.014749262536873,83.1543872639763,EuroAtlantic,Z500
2,P99,Clusters_9,EuroAtlantic_Z500,21.333333333333336,1.9801611741327816,1.7704918032786885,24.666666666666668,1.9328225229651552,66.44946316179194,EuroAtlantic,Z500
0,P95,Clusters_10,EuroAtlantic_Z500,14.419225634178906,8.390541571319602,7.481125600549074,26.56875834445928,7.991366687806689,90.96630877452795,EuroAtlantic,Z500
1,P97,Clusters_10,EuroAtlantic_Z500,15.555555555555555,5.323193916349809,4.742268041237113,26.444444444444446,5.0999037045665085,85.7830433172899,EuroAtlantic,Z500
2,P99,Clusters_10,EuroAtlantic_Z500,18.666666666666668,2.059496567505721,1.8531228551818806,21.333333333333336,2.0178552147770743,67.24916697519437,EuroAtlantic,Z500
0,P95,Clusters_11,EuroAtlantic_Z500,13.618157543391188,8.220502901353965,7.290470723306544,26.0347129506008,7.902009326961829,89.51499444650129,EuroAtlantic,Z500
1,P97,Clusters_11,EuroAtlantic_Z500,14.888888888888888,5.222437137330754,4.649827784156142,26.0,5.029013539651837,84.64272491669752,EuroAtlantic,Z500
2,P99,Clusters_11,EuroAtlantic_Z500,18.0,2.0309477756286265,1.812688821752266,20.666666666666668,2.0,68.40429470566457,EuroAtlantic,Z500
